Episode No.,Avg Reward,Team Reward,Agent 0 reached goal,Agent 1 reached goal,Goals reached,Agent 0 X,Agent 0 Y,Agent 1 X,Agent 1 Y,Agent 0 Goal X,Agent 0 Goal Y,Agent 1 Goal X,Agent 1 Goal Y
7930,-39.85,-40.00,0,0,0,3,6,0,1,4,9,5,9
7940,-24.20,-40.00,0,1,1,0,2,4,7,4,9,5,9
7950,-40.30,-40.00,0,0,0,4,3,8,9,4,9,5,9
7960,-219.98,-40.00,0,0,0,2,5,9,5,4,9,5,9
7970,-42.15,-40.00,0,0,0,3,0,2,3,4,9,5,9
7980,-41.68,-40.00,0,0,0,5,6,9,2,4,9,5,9
7990,-377.95,-40.00,0,0,0,8,6,6,7,4,9,5,9
8000,-219.95,-40.00,0,0,0,8,8,7,5,4,9,5,9
8010,-103.82,-40.00,0,0,0,8,0,4,3,4,9,5,9
8020,-219.93,-40.00,0,0,0,4,2,6,6,4,9,5,9
8030,-40.75,-40.00,0,0,0,3,2,8,6,4,9,5,9
8040,-39.73,-40.00,0,0,0,7,8,5,5,4,9,5,9
8050,-146.92,-40.00,0,0,0,2,1,3,8,4,9,5,9
8060,-195.00,-40.00,1,0,1,4,9,2,1,4,9,5,9
8070,-65.55,-40.00,0,0,0,7,3,3,7,4,9,5,9
8080,-49.73,-40.00,0,0,0,5,6,3,3,4,9,5,9
8090,-41.70,-40.00,0,0,0,1,7,9,2,4,9,5,9
8100,-228.95,-40.00,0,0,0,2,0,8,5,4,9,5,9
8110,-108.27,-40.00,0,0,0,9,3,6,1,4,9,5,9
8120,-198.42,-40.00,1,0,1,3,8,7,2,4,9,5,9
8130,-39.85,-40.00,0,0,0,3,8,0,0,4,9,5,9
8140,-40.80,-40.00,0,0,0,7,7,3,9,4,9,5,9
8150,-205.48,-40.00,1,0,1,3,8,2,1,4,9,5,9
8160,-40.28,-40.00,0,0,0,4,4,8,9,4,9,5,9
8170,-220.85,-40.00,0,0,0,5,7,2,6,4,9,5,9
8180,-219.90,-40.00,0,0,0,7,5,6,3,4,9,5,9
8190,-18.35,-40.00,1,0,1,3,8,3,0,4,9,5,9
8200,-220.80,-40.00,0,0,0,6,0,7,6,4,9,5,9
8210,-219.93,-40.00,0,0,0,0,0,1,2,4,9,5,9
8220,-37.80,-40.00,1,0,1,5,6,0,7,4,9,5,9
8230,-220.85,-40.00,0,0,0,4,1,0,4,4,9,5,9
8240,-40.35,-40.00,0,0,0,4,6,5,6,4,9,5,9
8250,-21.98,-40.00,1,0,1,3,9,4,8,4,9,5,9
8260,-220.83,-40.00,0,0,0,1,1,6,1,4,9,5,9
8270,-39.80,-40.00,0,0,0,3,3,0,1,4,9,5,9
8280,-41.15,-40.00,0,0,0,0,3,6,1,4,9,5,9
8290,-41.23,-40.00,0,0,0,6,4,7,8,4,9,5,9
8300,-40.23,-40.00,0,0,0,7,3,9,8,4,9,5,9
8310,-97.87,-40.00,0,0,0,6,5,5,6,4,9,5,9
8320,-39.80,-40.00,0,0,0,5,4,0,8,4,9,5,9
8330,-41.18,-40.00,0,0,0,0,8,2,7,4,9,5,9
8340,-242.42,-40.00,0,0,0,4,1,6,7,4,9,5,9
8350,-112.87,-40.00,0,0,0,4,0,8,7,4,9,5,9
8360,-120.47,-40.00,0,0,0,8,0,9,0,4,9,5,9
8370,-219.93,-40.00,0,0,0,3,4,5,2,4,9,5,9
8380,-78.10,-40.00,0,0,0,0,1,2,3,4,9,5,9
8390,-40.75,-40.00,0,0,0,6,0,1,9,4,9,5,9
8400,-42.43,-40.00,0,0,0,0,6,3,4,4,9,5,9
8410,-40.43,-40.00,0,0,0,5,4,9,9,4,9,5,9
8420,-78.20,-40.00,0,0,0,5,2,2,7,4,9,5,9
8430,-181.55,-40.00,0,0,0,9,6,2,6,4,9,5,9
8440,-39.83,-40.00,0,0,0,8,8,2,8,4,9,5,9
8450,-40.28,-40.00,0,0,0,8,7,9,0,4,9,5,9
8460,-140.67,-40.00,0,0,0,6,7,8,4,4,9,5,9
8470,-220.40,-40.00,0,0,0,0,4,2,5,4,9,5,9
8480,-40.75,-40.00,0,0,0,6,7,9,2,4,9,5,9
8490,-60.65,-40.00,0,0,0,9,2,9,3,4,9,5,9
8500,-233.85,-40.00,0,0,0,6,5,2,2,4,9,5,9
8510,-220.33,-40.00,0,0,0,1,5,8,8,4,9,5,9
8520,-94.27,-40.00,0,0,0,5,8,3,3,4,9,5,9
8530,-40.73,-40.00,0,0,0,0,7,7,9,4,9,5,9
8540,-205.53,-40.00,0,0,0,1,0,2,8,4,9,5,9
8550,-154.18,-40.00,0,0,0,1,0,3,1,4,9,5,9
8560,-220.40,-40.00,0,0,0,4,1,9,5,4,9,5,9
8570,-23.80,-40.00,1,0,1,4,6,6,2,4,9,5,9
8580,-197.48,-40.00,1,0,1,3,8,4,0,4,9,5,9
8590,-110.55,-40.00,0,0,0,2,6,0,2,4,9,5,9
8600,-14.93,-40.00,1,0,1,4,8,9,1,4,9,5,9
8610,-24.40,-40.00,1,0,1,5,7,3,2,4,9,5,9
8620,-236.97,-40.00,0,0,0,6,5,5,1,4,9,5,9
8630,-39.78,-40.00,0,0,0,3,4,6,5,4,9,5,9
8640,-16.28,-40.00,1,0,1,4,8,9,8,4,9,5,9
8650,-8.85,12.10,1,1,2,2,9,6,9,4,9,5,9
8660,-31.75,-40.00,1,0,1,5,5,3,5,4,9,5,9
8670,-400.00,-40.00,0,0,0,7,6,8,1,4,9,5,9
8680,-219.93,-40.00,0,0,0,3,5,1,6,4,9,5,9
8690,-219.88,-40.00,0,0,0,2,8,7,6,4,9,5,9
8700,-41.25,-40.00,0,0,0,5,3,0,4,4,9,5,9
8710,-194.25,-40.00,0,0,0,4,9,6,5,4,9,5,9
8720,-41.68,-40.00,0,0,0,3,0,5,4,4,9,5,9
8730,-42.18,-40.00,0,0,0,7,9,3,2,4,9,5,9
8740,-39.93,-40.00,0,0,0,5,4,9,1,4,9,5,9
8750,-40.73,-40.00,0,0,0,1,8,3,0,4,9,5,9
8760,-41.68,-40.00,0,0,0,6,1,1,7,4,9,5,9
8770,-110.02,-40.00,0,0,0,2,4,7,3,4,9,5,9
8780,-54.80,-40.00,0,0,0,6,3,6,4,4,9,5,9
8790,-42.98,-40.00,0,0,0,5,5,6,5,4,9,5,9
8800,-39.93,-40.00,0,0,0,5,9,9,8,4,9,5,9
8810,-220.90,-40.00,0,0,0,8,1,5,3,4,9,5,9
8820,-39.88,-40.00,0,0,0,9,8,7,9,4,9,5,9
8830,-220.00,-40.00,0,0,0,0,9,7,2,4,9,5,9
8840,-210.50,-40.00,0,0,0,7,5,6,4,4,9,5,9
8850,-39.80,-40.00,0,0,0,8,3,2,7,4,9,5,9
8860,-53.40,-40.00,0,0,0,1,4,0,5,4,9,5,9
8870,-391.00,-40.00,0,0,0,2,6,8,0,4,9,5,9
8880,-198.72,-40.00,0,0,0,7,6,7,7,4,9,5,9
8890,-109.70,-40.00,0,1,1,8,2,5,8,4,9,5,9
8900,-88.90,-40.00,0,0,0,6,5,8,4,4,9,5,9
8910,-74.07,-40.00,0,0,0,6,9,0,3,4,9,5,9
8920,-41.58,-40.00,0,0,0,0,3,6,2,4,9,5,9
8930,-39.88,-40.00,0,0,0,0,0,2,8,4,9,5,9
8940,-43.40,-40.00,0,0,0,5,7,3,2,4,9,5,9
8950,-296.47,-40.00,0,0,0,4,2,1,7,4,9,5,9
8960,-198.18,-40.00,1,0,1,3,6,7,2,4,9,5,9
8970,-272.50,-40.00,0,0,0,1,1,2,1,4,9,5,9
8980,-40.38,-40.00,0,0,0,6,0,6,8,4,9,5,9
8990,-220.43,-40.00,0,0,0,7,9,1,2,4,9,5,9
9000,-42.13,-40.00,0,0,0,6,8,3,1,4,9,5,9
9010,-208.65,-40.00,0,0,0,6,1,2,4,4,9,5,9
9020,-49.00,-40.00,0,0,0,8,7,4,4,4,9,5,9
9030,-40.30,-40.00,0,0,0,0,0,3,6,4,9,5,9
9040,-219.98,-40.00,0,0,0,7,8,4,2,4,9,5,9
9050,-219.90,-40.00,0,0,0,7,6,2,8,4,9,5,9
9060,-268.47,-40.00,0,0,0,2,2,7,2,4,9,5,9
9070,-384.70,-40.00,0,0,0,1,2,1,4,4,9,5,9
9080,-22.43,-40.00,1,0,1,6,0,3,1,4,9,5,9
9090,-206.83,-40.00,0,0,0,7,7,9,5,4,9,5,9
9100,-219.93,-40.00,0,0,0,1,5,2,8,4,9,5,9
9110,-41.25,-40.00,0,0,0,3,1,8,6,4,9,5,9
9120,-195.05,-40.00,1,0,1,4,8,7,5,4,9,5,9
9130,-160.07,-40.00,0,0,0,2,4,3,7,4,9,5,9
9140,-219.95,-40.00,0,0,0,9,0,7,1,4,9,5,9
9150,-195.10,-40.00,1,0,1,4,4,8,5,4,9,5,9
9160,-219.95,-40.00,0,0,0,8,1,6,8,4,9,5,9
9170,-63.28,-40.00,0,0,0,1,7,3,3,4,9,5,9
9180,-16.95,-40.00,1,0,1,3,1,0,0,4,9,5,9
9190,-25.33,-40.00,1,0,1,3,7,0,3,4,9,5,9
9200,-39.83,-40.00,0,0,0,5,6,5,5,4,9,5,9
9210,-228.08,-40.00,0,0,0,2,2,2,1,4,9,5,9
9220,-208.05,-40.00,0,0,0,2,3,2,2,4,9,5,9
9230,-39.85,-40.00,0,0,0,6,3,1,3,4,9,5,9
9240,-92.60,-40.00,0,0,0,1,9,0,3,4,9,5,9
9250,-205.50,-40.00,0,0,0,7,4,4,7,4,9,5,9
9260,-43.93,-40.00,0,0,0,9,4,7,7,4,9,5,9
9270,-42.50,-40.00,0,0,0,0,3,3,5,4,9,5,9
9280,-41.28,-40.00,0,0,0,3,8,5,9,4,9,5,9
9290,-220.38,-40.00,0,0,0,5,1,3,4,4,9,5,9
9300,-33.18,-40.00,1,0,1,6,8,9,8,4,9,5,9
9310,-232.58,-40.00,0,0,0,2,2,1,6,4,9,5,9
9320,-40.30,-40.00,0,0,0,3,2,1,9,4,9,5,9
9330,-123.57,-40.00,0,0,0,5,2,9,8,4,9,5,9
9340,-199.55,-40.00,1,0,1,6,4,7,2,4,9,5,9
9350,-15.00,-40.00,0,1,1,6,9,5,9,4,9,5,9
9360,-39.90,-40.00,0,0,0,6,7,9,7,4,9,5,9
9370,-219.90,-40.00,0,0,0,9,4,7,2,4,9,5,9
9380,-143.15,-40.00,0,1,1,7,5,2,8,4,9,5,9
9390,-41.30,-40.00,0,0,0,8,9,5,7,4,9,5,9
9400,-219.98,-40.00,0,0,0,4,8,1,5,4,9,5,9
9410,-307.75,-40.00,0,0,0,8,2,2,1,4,9,5,9
9420,-220.43,-40.00,0,0,0,7,2,5,3,4,9,5,9
9430,-16.48,-40.00,0,1,1,0,6,6,9,4,9,5,9
9440,-39.90,-40.00,0,0,0,2,9,9,3,4,9,5,9
9450,-219.95,-40.00,0,0,0,8,3,4,1,4,9,5,9
9460,-199.53,-40.00,1,0,1,9,8,2,2,4,9,5,9
9470,-14.95,-40.00,0,1,1,0,0,5,9,4,9,5,9
9480,-58.90,-40.00,0,0,0,4,0,5,1,4,9,5,9
9490,-223.10,-40.00,0,0,0,8,2,7,3,4,9,5,9
9500,-220.35,-40.00,0,0,0,7,2,4,7,4,9,5,9
9510,-43.00,-40.00,0,0,0,1,5,4,7,4,9,5,9
9520,-39.85,-40.00,0,0,0,4,5,9,8,4,9,5,9
9530,-298.55,-40.00,0,0,0,5,0,5,2,4,9,5,9
9540,-124.40,-40.00,0,0,0,6,7,7,6,4,9,5,9
9550,-42.60,-40.00,0,0,0,0,9,6,1,4,9,5,9
9560,-219.98,-40.00,0,0,0,5,1,5,8,4,9,5,9
9570,-189.83,-40.00,0,0,0,5,0,3,2,4,9,5,9
9580,-48.03,-40.00,0,0,0,3,5,8,4,4,9,5,9
9590,-39.95,-40.00,0,0,0,6,9,9,3,4,9,5,9
9600,-203.80,-40.00,0,0,0,5,9,8,0,4,9,5,9
9610,-308.20,-40.00,0,0,0,8,5,4,0,4,9,5,9
9620,-70.05,-40.00,0,0,0,0,5,8,4,4,9,5,9
9630,-40.80,-40.00,0,0,0,3,7,7,7,4,9,5,9
9640,-253.75,-40.00,0,0,0,7,0,2,2,4,9,5,9
9650,-212.65,-40.00,0,0,0,0,2,5,0,4,9,5,9
9660,-283.40,-40.00,0,0,0,1,0,7,5,4,9,5,9
9670,-14.85,-40.00,1,0,1,4,8,7,8,4,9,5,9
9680,-39.90,-40.00,0,0,0,8,8,2,8,4,9,5,9
9690,-39.90,-40.00,0,0,0,3,3,2,8,4,9,5,9
9700,-57.03,-40.00,0,0,0,8,4,3,2,4,9,5,9
9710,-80.82,-40.00,0,0,0,7,3,5,5,4,9,5,9
9720,-219.95,-40.00,0,0,0,7,5,4,5,4,9,5,9
9730,-29.00,-40.00,1,0,1,6,7,9,4,4,9,5,9
9740,-21.28,-40.00,1,0,1,7,8,3,2,4,9,5,9
9750,-212.13,-40.00,1,0,1,0,2,8,5,4,9,5,9
9760,-113.65,-40.00,0,0,0,6,0,0,5,4,9,5,9
9770,-126.42,-40.00,1,0,1,0,0,3,3,4,9,5,9
9780,-78.22,-40.00,0,0,0,3,2,3,1,4,9,5,9
9790,-356.30,-40.00,0,0,0,9,6,8,6,4,9,5,9
9800,-228.53,-40.00,0,0,0,5,0,4,2,4,9,5,9
9810,-219.95,-40.00,0,0,0,3,5,5,1,4,9,5,9
9820,-40.38,-40.00,0,0,0,0,0,5,7,4,9,5,9
9830,-24.93,-40.00,1,0,1,3,9,5,1,4,9,5,9
9840,-219.98,-40.00,0,0,0,7,5,0,9,4,9,5,9
9850,-68.72,-40.00,0,0,0,0,2,4,4,4,9,5,9
9860,-46.15,-40.00,0,0,0,6,6,0,3,4,9,5,9
9870,-219.90,-40.00,0,0,0,4,2,6,4,4,9,5,9
9880,-219.95,-40.00,0,0,0,1,6,8,9,4,9,5,9
9890,-219.98,-40.00,0,0,0,8,8,8,6,4,9,5,9
9900,-221.33,-40.00,0,0,0,7,6,3,3,4,9,5,9
9910,-400.00,-40.00,0,0,0,1,1,8,2,4,9,5,9
9920,-219.95,-40.00,0,0,0,4,7,4,1,4,9,5,9
9930,-51.15,-40.00,0,0,0,3,1,2,2,4,9,5,9
9940,-224.03,-40.00,1,0,1,0,7,2,2,4,9,5,9
9950,-57.88,-40.00,0,0,0,2,8,6,3,4,9,5,9
9960,-38.82,-40.00,1,0,1,1,8,2,4,4,9,5,9
9970,-46.23,-40.00,0,0,0,5,9,7,3,4,9,5,9
9980,-39.95,-40.00,0,0,0,0,7,8,9,4,9,5,9
9990,-161.40,-40.00,0,0,0,8,5,2,4,4,9,5,9
